id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
4665,768,Mastercard,Debit,5.36E+15,Apr-24,84,YES,1,11105,01-09-2008,2009,No
490,817,Mastercard,Debit,5.78E+15,Aug-21,852,YES,2,32267,01-01-2020,2020,No
491,817,Mastercard,Debit,5.52E+15,Sep-21,792,YES,1,30670,01-01-2020,2020,No
5910,78,Visa,Debit (Prepaid),4.75E+15,Jan-17,556,YES,2,83,01-12-2007,2007,No
1157,1334,Visa,Debit,4.51E+15,Jul-20,152,YES,1,13821,01-02-2008,2009,No
2866,1334,Visa,Credit,4.72E+15,May-21,423,YES,1,14400,01-05-2004,2010,No
3761,1334,Mastercard,Credit,5.70E+15,Oct-10,713,YES,1,13300,01-07-2006,2007,No
209,1334,Visa,Credit,4.14E+15,Aug-14,312,NO,1,9300,01-01-2009,2009,No
3968,1610,Mastercard,Debit,5.68E+15,Aug-22,15,YES,1,8580,01-07-2011,2011,No
5879,1610,Mastercard,Credit,5.77E+15,Oct-23,53,YES,2,6600,01-12-2007,2008,No
2585,108,Visa,Debit,4.47E+15,Jun-14,238,YES,1,12783,01-04-2008,2010,No
1299,108,Mastercard,Debit,5.09E+15,May-21,100,YES,2,14321,01-02-2012,2012,No
4070,108,Visa,Debit,4.81E+15,Dec-20,804,YES,2,14488,01-07-2018,2018,No
780,108,Visa,Debit,4.03E+15,Jan-20,126,NO,1,16116,01-01-2020,2020,No
4972,1308,Visa,Credit,4.90E+15,Jul-21,24,YES,2,14800,01-10-2002,2012,No
6023,780,Visa,Debit (Prepaid),4.13E+15,Jul-21,8,YES,2,43,01-12-2010,2011,No
1375,1340,Visa,Debit,4.25E+15,Jul-24,892,YES,2,36546,01-02-2017,2017,No
3272,1340,Mastercard,Debit,5.06E+15,Aug-21,165,YES,1,18462,01-06-2004,2007,No
2954,1340,Amex,Credit,3.30E+14,Jun-21,259,NO,1,13300,01-05-2008,2013,No
2178,1340,Mastercard,Debit (Prepaid),5.26E+15,Aug-20,729,YES,2,36,01-03-2008,2018,No
6035,1340,Amex,Credit,3.95E+14,Sep-23,682,YES,2,11200,01-12-2011,2011,No
1016,1888,Mastercard,Debit,5.55E+15,Feb-20,588,YES,2,30074,01-02-2003,2006,No
1017,1888,Mastercard,Debit,5.61E+15,May-16,681,YES,1,7589,01-02-2003,2011,No
1169,1888,Mastercard,Debit,5.21E+15,Dec-14,402,NO,2,27112,01-02-2009,2015,No
2179,247,Mastercard,Credit,5.77E+15,Feb-21,740,YES,1,16700,01-03-2008,2008,No
1240,247,Visa,Debit,4.05E+15,Jul-13,54,YES,2,24968,01-02-2010,2010,No
4155,247,Mastercard,Debit,5.71E+15,Jan-12,577,YES,2,16751,01-08-2005,2010,No
5191,247,Mastercard,Debit,5.05E+15,Jul-21,601,YES,2,12852,01-10-2010,2012,No
2137,247,Discover,Credit,6.97E+15,Nov-23,526,NO,2,10200,01-03-2007,2010,No
2084,247,Mastercard,Debit,5.58E+15,Dec-06,331,YES,1,21922,01-03-2005,2011,No
781,238,Visa,Credit,4.61E+15,May-22,245,YES,2,5600,01-01-2020,2020,No
3762,915,Mastercard,Debit,5.93E+15,Dec-06,774,YES,2,9609,01-07-2006,2008,No
492,1927,Mastercard,Debit (Prepaid),5.80E+15,Jan-20,940,YES,1,62,01-01-2020,2020,No
5647,1927,Mastercard,Debit,5.80E+15,May-18,474,YES,2,12194,01-11-2011,2011,No
493,1658,Mastercard,Debit,5.88E+15,Jan-20,798,YES,2,12636,01-01-2020,2020,No
782,1658,Visa,Credit,4.35E+15,Feb-20,164,YES,1,0,01-01-2020,2020,No
1170,1208,Mastercard,Debit,5.08E+15,Feb-20,476,YES,2,8024,01-02-2009,2012,No
2203,1208,Visa,Debit,4.37E+15,Nov-20,569,YES,2,8902,01-03-2008,2008,No
2449,1208,Visa,Debit,4.18E+15,Nov-20,323,NO,2,8081,01-04-2003,2011,No
494,1255,Mastercard,Debit,5.83E+15,Jun-23,803,YES,1,9773,01-01-2020,2020,No
1521,1255,Mastercard,Debit,5.04E+15,Dec-23,98,YES,1,13130,01-02-2020,2020,No
495,85,Mastercard,Debit,5.34E+15,Oct-23,617,YES,2,9953,01-01-2020,2020,No
3923,1382,Amex,Credit,3.02E+14,Nov-21,236,YES,1,9000,01-07-2010,2015,No
2838,1382,Mastercard,Debit,5.95E+15,Oct-24,760,YES,2,11415,01-05-2003,2013,No
5262,1382,Visa,Credit,4.37E+15,May-22,931,YES,2,1900,01-10-2012,2012,No
1110,1382,Mastercard,Debit (Prepaid),5.52E+15,Jan-17,251,YES,1,54,01-02-2007,2008,No
1522,1932,Mastercard,Debit,5.05E+15,Jul-21,518,YES,1,405,01-02-2020,2020,No
1210,1217,Mastercard,Debit,5.23E+15,Mar-11,82,NO,1,23907,01-02-2010,2010,No
5030,1217,Visa,Credit,4.96E+15,Jun-22,180,YES,2,15500,01-10-2005,2010,No
4086,1217,Visa,Debit,4.54E+15,Aug-20,540,YES,2,3415,01-08-1996,2012,No
1123,514,Visa,Credit,4.66E+15,Apr-23,240,YES,2,8500,01-02-2007,2007,No
2155,514,Visa,Debit,4.17E+15,Mar-20,831,YES,2,11473,01-03-2007,2008,No
5759,514,Mastercard,Debit,5.57E+15,Jul-22,187,YES,3,23932,01-12-1999,2011,No
4322,514,Mastercard,Debit,5.30E+15,Aug-13,249,YES,1,9614,01-08-2010,2010,No
5959,232,Mastercard,Debit,5.76E+15,Feb-20,725,YES,1,58709,01-12-2009,2009,No
2214,232,Mastercard,Debit (Prepaid),5.83E+15,Jan-16,350,YES,1,98,01-03-2009,2009,No
3125,232,Visa,Debit,4.25E+15,Jul-22,598,YES,1,24401,01-05-2012,2012,No
4174,445,Mastercard,Debit,5.47E+15,Jan-16,726,YES,1,3628,01-08-2006,2013,No
1807,1206,Visa,Debit,4.18E+15,Feb-20,603,YES,1,47359,01-02-2020,2020,No
244,1206,Visa,Debit,4.87E+15,May-10,1,YES,2,41205,01-01-2010,2010,No
194,1206,Mastercard,Credit,5.33E+15,Mar-16,847,YES,2,17400,01-01-2009,2010,No
4469,1276,Mastercard,Debit,5.79E+15,Apr-22,851,YES,1,17688,01-08-2018,2018,No
5076,1276,Mastercard,Credit,5.06E+15,Oct-21,183,YES,1,15000,01-10-2007,2013,No
996,1276,Mastercard,Debit,5.19E+15,Mar-23,276,YES,2,27075,01-02-2002,2015,No
5954,1276,Discover,Credit,6.10E+15,Apr-22,120,YES,1,13700,01-12-2009,2010,No
2009,1276,Mastercard,Credit,5.73E+15,Apr-24,910,YES,1,19000,01-03-1998,2016,No
193,875,Discover,Credit,6.67E+15,Apr-14,213,NO,2,14300,01-01-2009,2010,No
3495,875,Visa,Credit,4.02E+15,May-24,840,YES,1,7600,01-06-2010,2010,No
2380,875,Mastercard,Debit,5.84E+15,Nov-20,203,NO,1,13788,01-03-2019,2019,No
496,875,Mastercard,Debit,5.94E+15,Aug-22,408,YES,1,20801,01-01-2020,2020,No
2684,1546,Visa,Debit,4.48E+15,Jun-24,339,YES,2,19015,01-04-2011,2011,No
245,1546,Visa,Debit,4.03E+15,Jul-13,437,YES,2,2181,01-01-2010,2011,No
5504,1546,Visa,Credit,4.95E+15,May-23,167,YES,2,6400,01-11-2007,2007,No
6024,1546,Visa,Debit (Prepaid),4.99E+15,Jul-11,408,YES,2,78,01-12-2010,2011,No
497,422,Mastercard,Debit (Prepaid),5.35E+15,Jan-24,196,NO,2,63,01-01-2020,2020,No
1523,422,Mastercard,Debit,5.76E+15,Aug-23,350,NO,1,12907,01-02-2020,2020,No
498,422,Mastercard,Credit,5.65E+15,May-22,123,YES,1,6500,01-01-2020,2020,No
1441,422,Discover,Credit,6.91E+15,Nov-24,902,YES,1,7100,01-02-2020,2020,No
3380,519,Mastercard,Debit,5.17E+15,Feb-20,35,YES,1,12353,01-06-2008,2008,No
4390,519,Mastercard,Debit (Prepaid),5.48E+15,May-20,139,YES,2,65,01-08-2012,2012,No
3555,519,Visa,Debit (Prepaid),4.03E+15,Apr-18,0,YES,1,72,01-06-2012,2012,No
3173,519,Mastercard,Debit,5.61E+15,Jan-24,653,YES,2,18526,01-05-2016,2016,No
2867,1408,Visa,Debit,4.75E+15,Dec-23,978,YES,2,6513,01-05-2004,2013,No
5522,1408,Mastercard,Debit,5.83E+15,Aug-20,665,YES,1,5044,01-11-2008,2008,No
3821,1204,Visa,Debit,4.96E+15,Aug-23,692,NO,2,25079,01-07-2007,2008,No
2788,1204,Visa,Debit,4.79E+15,Apr-24,463,YES,1,39578,01-04-2019,2019,No
210,1204,Visa,Debit,4.78E+15,Oct-22,498,YES,1,36641,01-01-2009,2009,No
783,276,Visa,Debit,4.73E+15,Nov-23,875,YES,1,1083,01-01-2020,2020,No
1524,276,Mastercard,Debit,5.58E+15,Mar-21,908,YES,1,9628,01-02-2020,2020,No
392,1133,Amex,Credit,3.65E+14,Sep-24,787,YES,2,13500,01-01-2020,2020,No
5211,1133,Visa,Debit,4.33E+15,May-19,247,YES,2,12512,01-10-2010,2012,No
2586,1133,Visa,Debit,4.87E+15,Apr-23,234,YES,2,21442,01-04-2008,2015,No
195,1133,Mastercard,Debit (Prepaid),5.49E+15,Apr-24,256,YES,2,69,01-01-2009,2013,No
784,1035,Visa,Debit,4.12E+15,Jun-22,929,NO,2,22700,01-01-2020,2020,No
1808,1035,Visa,Debit (Prepaid),4.48E+15,Feb-20,256,YES,2,60,01-02-2020,2020,No
4688,710,Visa,Debit (Prepaid),4.29E+15,Jul-21,284,NO,2,80,01-09-2008,2013,No
3155,710,Visa,Credit,4.98E+15,Oct-23,725,YES,1,1300,01-05-2014,2014,No
4395,710,Visa,Debit,4.08E+15,Sep-19,35,YES,1,40984,01-08-2012,2012,No
5233,582,Mastercard,Debit,5.00E+15,Jan-16,949,YES,1,19536,01-10-2011,2014,No
2010,582,Mastercard,Debit,5.71E+15,Feb-09,808,YES,1,9044,01-03-1999,2013,No
3634,582,Visa,Credit,4.88E+15,May-24,582,NO,2,12500,01-06-2018,2018,No
5880,821,Mastercard,Debit,5.71E+15,Sep-21,841,YES,2,2338,01-12-2007,2016,No
6131,821,Amex,Credit,3.40E+14,Jul-24,789,YES,1,3900,01-12-2017,2017,No
59,1352,Visa,Debit,4.97E+15,Nov-19,728,YES,2,12528,01-01-2004,2012,No
2403,1352,Mastercard,Debit,5.07E+15,Mar-20,444,YES,2,19756,01-04-1999,2013,No
5355,1352,Mastercard,Debit,5.07E+15,Oct-99,15,YES,1,2042,01-11-1998,2008,No
3286,831,Discover,Credit,6.34E+15,Jun-20,991,YES,1,8300,01-06-2005,2013,No
4156,831,Mastercard,Debit,5.18E+15,Apr-22,744,YES,2,8571,01-08-2005,2015,No
499,936,Mastercard,Debit,5.19E+15,Aug-20,655,YES,1,19369,01-01-2020,2020,No
785,936,Visa,Debit (Prepaid),4.65E+15,Jul-24,135,YES,1,70,01-01-2020,2020,No
1525,936,Mastercard,Debit,5.17E+15,Oct-20,927,YES,1,15127,01-02-2020,2020,No
425,936,Discover,Credit,6.58E+15,Mar-22,371,YES,1,9400,01-01-2020,2020,No
1809,936,Visa,Credit,4.25E+15,Jun-22,566,YES,2,5400,01-02-2020,2020,No
3312,578,Mastercard,Debit,5.64E+15,Jun-06,482,YES,1,17167,01-06-2006,2007,No
4807,1997,Mastercard,Debit,5.97E+15,Aug-20,89,YES,1,25048,01-09-2011,2011,No
5786,1997,Amex,Credit,3.73E+14,Aug-22,333,YES,1,25600,01-12-2003,2009,No
3343,1997,Mastercard,Debit,5.15E+15,Jul-20,818,YES,2,17257,01-06-2007,2007,No
2481,1997,Mastercard,Debit,5.45E+15,Feb-22,977,NO,2,31829,01-04-2005,2020,No
5106,1997,Mastercard,Debit,5.14E+15,Sep-14,695,YES,2,3991,01-10-2008,2013,No
5457,1997,Mastercard,Debit,5.45E+15,May-24,172,YES,2,3991,01-11-2006,2013,No
5808,1997,Mastercard,Debit,5.96E+15,Jan-24,232,YES,2,34953,01-12-2004,2011,No
1378,258,Mastercard,Debit,5.20E+15,Nov-21,790,YES,1,21726,01-02-2018,2018,No
3197,258,Visa,Debit,4.41E+15,Aug-20,468,YES,1,15063,01-05-2017,2017,No
500,258,Mastercard,Debit,5.98E+15,Jan-20,949,YES,1,12596,01-01-2020,2020,No
2912,851,Visa,Debit,4.98E+15,Jan-09,467,NO,2,6335,01-05-2006,2020,No
4243,851,Mastercard,Debit (Prepaid),5.95E+15,Apr-14,328,YES,1,43,01-08-2008,2013,No
3613,851,Visa,Credit,4.45E+15,Jan-20,438,YES,2,8100,01-06-2016,2016,No
1241,851,Visa,Credit,4.48E+15,Apr-23,400,YES,2,8900,01-02-2010,2010,No
4148,1951,Amex,Credit,3.97E+14,Jan-24,358,YES,1,16000,01-08-2005,2008,No
4157,1951,Mastercard,Debit,5.13E+15,Apr-11,260,YES,2,19304,01-08-2005,2010,No
3360,1951,Visa,Debit,4.67E+15,Oct-20,724,YES,2,36548,01-06-2007,2015,No
1142,1951,Mastercard,Debit,5.49E+15,Dec-23,105,YES,1,10354,01-02-2008,2010,No
3188,1951,Discover,Credit,6.06E+15,Aug-24,661,YES,1,8000,01-05-2017,2017,No
501,1978,Mastercard,Debit,5.07E+15,Jan-20,795,YES,2,1559,01-01-2020,2020,No
1526,1978,Mastercard,Debit,5.29E+15,Feb-20,489,YES,1,15100,01-02-2020,2020,No
4948,1897,Mastercard,Debit,5.70E+15,Dec-23,110,YES,1,51302,01-10-2001,2010,No
3690,1897,Mastercard,Debit (Prepaid),5.73E+15,Sep-14,184,YES,1,80,01-07-2003,2010,No
4337,972,Visa,Credit,4.61E+15,Oct-21,881,YES,1,15800,01-08-2010,2012,No
6052,972,Visa,Credit,4.35E+15,Nov-20,209,YES,1,16800,01-12-2011,2011,No
4166,972,Visa,Debit,4.83E+15,Nov-21,45,NO,1,2508,01-08-2005,2012,No
5689,972,Visa,Credit,4.03E+15,Dec-22,924,NO,2,2600,01-11-2013,2013,No
2482,1010,Mastercard,Debit,5.60E+15,May-22,590,YES,1,4851,01-04-2005,2020,No
3047,1243,Mastercard,Credit,5.69E+15,Jun-23,723,YES,1,7300,01-05-2010,2011,No
3884,1243,Mastercard,Debit,5.79E+15,Mar-24,137,YES,1,18540,01-07-2009,2009,No
3928,1243,Mastercard,Debit,5.15E+15,Feb-14,37,NO,2,4072,01-07-2010,2010,No
1527,1243,Mastercard,Debit,5.87E+15,Feb-20,278,YES,1,1744,01-02-2020,2020,No
3885,1243,Mastercard,Debit (Prepaid),5.23E+15,Jan-14,561,YES,2,33,01-07-2009,2013,No
2327,1976,Mastercard,Debit,5.91E+15,Feb-20,324,YES,1,17767,01-03-2014,2014,No
4847,1976,Mastercard,Debit (Prepaid),5.38E+15,Nov-22,419,YES,1,57,01-09-2013,2013,No
4338,1976,Visa,Debit,4.08E+15,May-22,725,YES,1,23011,01-08-2010,2010,No
1171,1976,Mastercard,Debit,5.32E+15,Oct-23,66,YES,1,21160,01-02-2009,2009,No
502,1976,Mastercard,Debit,5.32E+15,Dec-21,914,NO,2,21291,01-01-2020,2020,No
2784,91,Visa,Credit,4.91E+15,Oct-20,543,YES,1,19100,01-04-2018,2018,No
2790,1606,Mastercard,Debit,5.29E+15,Mar-20,790,YES,2,7834,01-05-1996,2012,No
2735,1201,Visa,Debit,4.56E+15,Dec-20,510,YES,2,38317,01-04-2014,2014,No
16,1201,Visa,Debit,4.82E+15,Oct-23,706,YES,2,55693,01-01-2000,2006,No
4793,1201,Visa,Debit,4.42E+15,Nov-20,362,YES,1,40710,01-09-2010,2010,No
2744,1201,Mastercard,Debit,5.61E+15,Dec-24,906,YES,2,61355,01-04-2015,2015,No
503,1887,Mastercard,Credit,5.72E+15,Feb-20,298,YES,1,5300,01-01-2020,2020,No
504,1887,Mastercard,Credit,5.57E+15,Jun-22,926,YES,1,15800,01-01-2020,2020,No
505,195,Mastercard,Debit,5.81E+15,Jan-20,643,YES,1,26219,01-01-2020,2020,No
1442,195,Discover,Credit,6.65E+15,Feb-20,898,YES,1,20400,01-02-2020,2020,No
1528,874,Mastercard,Debit,5.58E+15,Mar-20,532,YES,1,28066,01-02-2020,2020,No
786,874,Visa,Credit,5.00E+15,Jun-24,153,NO,2,19500,01-01-2020,2020,No
506,874,Mastercard,Credit,5.62E+15,Apr-20,47,YES,1,15100,01-01-2020,2020,No
5790,1317,Mastercard,Debit,5.50E+15,Sep-22,389,YES,1,9059,01-12-2003,2008,No
3576,1317,Mastercard,Credit,5.77E+15,Mar-24,244,YES,2,6300,01-06-2014,2014,No
4909,1317,Mastercard,Debit,5.05E+15,Dec-17,287,YES,1,12793,01-09-2017,2017,No
1529,1317,Mastercard,Credit,5.17E+15,May-20,472,YES,1,7800,01-02-2020,2020,No
1280,1311,Visa,Credit,4.30E+15,Oct-22,38,YES,1,14000,01-02-2011,2011,No
1530,785,Mastercard,Debit (Prepaid),5.80E+15,Feb-23,374,NO,1,80,01-02-2020,2020,No
507,785,Mastercard,Credit,5.18E+15,Dec-24,533,YES,1,15400,01-01-2020,2020,No
2638,662,Mastercard,Debit,5.18E+15,Apr-21,647,YES,2,28747,01-04-2010,2010,No
3092,662,Mastercard,Debit (Prepaid),5.42E+15,Jul-21,690,YES,2,110,01-05-2011,2011,No
5107,847,Mastercard,Debit (Prepaid),5.21E+15,Apr-22,310,YES,2,112,01-10-2008,2012,No
3416,847,Discover,Credit,6.13E+15,Dec-10,252,NO,2,9700,01-06-2009,2011,No
5581,847,Visa,Credit,4.01E+15,Oct-13,359,YES,1,8600,01-11-2009,2014,No
987,847,Mastercard,Debit (Prepaid),5.58E+15,Oct-04,949,YES,2,43,01-02-2001,2012,No
5998,847,Mastercard,Debit,5.16E+15,Apr-15,716,YES,2,19629,01-12-2010,2011,No
4531,847,Mastercard,Credit,5.35E+15,Apr-21,29,YES,2,3400,01-09-2003,2008,No
1531,685,Mastercard,Debit,5.21E+15,Jan-22,668,YES,2,20769,01-02-2020,2020,No
1398,685,Amex,Credit,3.83E+14,Dec-22,443,YES,2,12100,01-02-2020,2020,No
1532,685,Mastercard,Debit,5.57E+15,Jun-23,658,YES,1,16371,01-02-2020,2020,No
1533,685,Mastercard,Credit,5.32E+15,Oct-20,145,YES,1,12500,01-02-2020,2020,No
1534,685,Mastercard,Debit,5.55E+15,Feb-20,573,YES,1,18976,01-02-2020,2020,No
508,685,Mastercard,Debit,5.32E+15,Feb-20,205,YES,2,30119,01-01-2020,2020,No
2354,617,Mastercard,Debit,5.12E+15,Jul-22,255,YES,2,26147,01-03-2016,2016,No
1810,23,Visa,Debit (Prepaid),4.14E+15,Feb-20,914,YES,2,74,01-02-2020,2020,No
787,339,Visa,Credit,4.10E+15,Jan-24,427,YES,1,7100,01-01-2020,2020,No
1811,339,Visa,Debit,4.73E+15,May-21,894,YES,2,13964,01-02-2020,2020,No
1062,280,Visa,Credit,4.91E+15,Nov-20,149,YES,2,12000,01-02-2005,2013,No
5856,280,Mastercard,Debit,5.50E+15,Jul-21,281,YES,2,14710,01-12-2006,2016,No
2959,280,Mastercard,Credit,5.63E+15,Feb-24,413,NO,2,5600,01-05-2008,2011,No
123,280,Amex,Credit,3.41E+14,May-07,921,YES,1,13600,01-01-2007,2009,No
2826,280,Mastercard,Debit,5.84E+15,Jan-23,124,YES,2,14592,01-05-2002,2018,No
4404,1473,Mastercard,Debit,5.14E+15,Mar-24,991,YES,1,16791,01-08-2013,2013,No
3839,1473,Mastercard,Debit,5.40E+15,Sep-24,387,YES,1,15909,01-07-2008,2008,No
1535,1473,Mastercard,Debit,5.09E+15,Jun-22,678,NO,2,13466,01-02-2020,2020,No
5108,65,Mastercard,Debit,5.43E+15,Nov-20,476,YES,2,5066,01-10-2008,2016,No
4585,65,Visa,Debit,4.27E+15,Sep-24,431,YES,2,13452,01-09-2005,2012,No
788,1353,Visa,Debit,4.61E+15,Jan-20,250,YES,1,17652,01-01-2020,2020,No
3156,1353,Visa,Debit,4.09E+15,Jul-18,548,YES,1,22566,01-05-2014,2014,No
1536,1353,Mastercard,Debit (Prepaid),5.74E+15,Jan-23,543,YES,2,101,01-02-2020,2020,No
4200,1353,Mastercard,Debit,5.88E+15,Feb-09,380,YES,1,17860,01-08-2007,2010,No
1812,1353,Visa,Debit,4.74E+15,Dec-24,840,YES,1,13635,01-02-2020,2020,No
3725,1353,Amex,Credit,3.40E+14,Oct-24,357,YES,1,12800,01-07-2005,2014,No
966,1353,Mastercard,Debit,5.13E+15,Apr-22,682,YES,1,12076,01-02-1999,2012,No
1537,736,Mastercard,Credit,5.43E+15,May-24,692,YES,1,13500,01-02-2020,2020,No
509,736,Mastercard,Debit (Prepaid),5.17E+15,Nov-24,462,YES,1,38,01-01-2020,2020,No
510,736,Mastercard,Debit (Prepaid),5.58E+15,Sep-24,397,YES,2,100,01-01-2020,2020,No
4482,1670,Visa,Debit,4.01E+15,Jan-23,523,YES,1,24501,01-08-2019,2019,No
3304,1670,Visa,Credit,4.28E+15,Nov-20,956,YES,1,15100,01-06-2005,2011,No
5809,1670,Mastercard,Debit,5.54E+15,Jul-23,933,YES,2,14709,01-12-2004,2013,No
5603,1670,Mastercard,Debit,5.77E+15,Aug-20,914,NO,1,45782,01-11-2010,2015,No
511,1776,Mastercard,Debit,5.09E+15,Feb-20,625,YES,2,18292,01-01-2020,2020,No
4938,1776,Amex,Credit,3.58E+14,May-20,270,YES,1,13400,01-10-1999,2012,No
3596,1776,Visa,Credit,4.76E+15,May-21,81,YES,2,11100,01-06-2015,2015,No
1813,1474,Visa,Debit,4.56E+15,Jan-23,791,YES,1,33397,01-02-2020,2020,No
2032,951,Mastercard,Debit (Prepaid),5.98E+15,Aug-17,310,YES,1,80,01-03-2002,2008,No
2942,951,Visa,Credit,4.61E+15,Mar-23,512,YES,2,5400,01-05-2007,2013,No
2628,951,Amex,Credit,3.72E+14,Jun-21,461,YES,2,11000,01-04-2010,2010,No
3330,951,Visa,Debit,4.72E+15,Mar-12,268,YES,1,8374,01-06-2006,2010,No
3418,1818,Mastercard,Debit,5.63E+15,Mar-21,160,YES,2,23691,01-06-2009,2015,No
2259,1818,Visa,Debit,4.54E+15,Dec-23,783,YES,2,15817,01-03-2010,2013,No
4711,1818,Mastercard,Debit,5.40E+15,Jun-24,553,YES,2,36912,01-09-2009,2015,No
1814,1450,Visa,Debit,4.75E+15,Sep-21,511,YES,2,36976,01-02-2020,2020,No
512,1524,Mastercard,Debit,5.30E+15,Jun-22,451,YES,1,52121,01-01-2020,2020,No
367,1789,Mastercard,Debit,5.97E+15,Mar-24,832,YES,1,12564,01-01-2018,2018,No
5130,1789,Visa,Debit,4.72E+15,May-21,716,YES,1,15981,01-10-2008,2008,No
5911,767,Visa,Debit,4.47E+15,Dec-07,172,YES,2,12758,01-12-2007,2011,No
513,767,Mastercard,Debit (Prepaid),6.00E+15,Jan-20,259,YES,2,24,01-01-2020,2020,No
2111,767,Mastercard,Debit,5.75E+15,Oct-17,195,YES,2,13209,01-03-2006,2012,No
514,678,Mastercard,Debit,5.85E+15,Sep-24,157,YES,1,11254,01-01-2020,2020,No
3577,678,Mastercard,Debit,5.82E+15,May-24,528,YES,2,16703,01-06-2014,2014,No
3040,678,Discover,Credit,6.86E+15,Nov-20,357,YES,2,7300,01-05-2010,2010,No
1300,678,Mastercard,Credit,5.19E+15,Aug-22,377,YES,2,8600,01-02-2012,2012,No
960,471,Visa,Debit,4.44E+15,Oct-13,429,YES,1,17173,01-02-1997,2014,No
4415,471,Visa,Credit,4.61E+15,Mar-20,340,YES,2,22000,01-08-2013,2013,No
5402,471,Mastercard,Debit,5.40E+15,Nov-09,383,YES,1,29739,01-11-2004,2008,No
3048,757,Mastercard,Debit,5.60E+15,Feb-20,942,YES,2,12905,01-05-2010,2010,No
4175,757,Mastercard,Debit,5.30E+15,Oct-22,603,YES,2,447,01-08-2006,2015,No
5458,757,Mastercard,Debit,5.02E+15,Feb-14,623,YES,1,22100,01-11-2006,2009,No
3947,757,Visa,Debit,4.36E+15,Mar-24,787,YES,2,7616,01-07-2010,2010,No
515,1724,Mastercard,Debit,5.82E+15,Jul-21,136,YES,1,17665,01-01-2020,2020,No
5337,1724,Mastercard,Debit,5.69E+15,Sep-24,794,YES,1,12551,01-10-2019,2019,No
1399,1724,Amex,Credit,3.30E+14,May-22,818,YES,2,7400,01-02-2020,2020,No
1313,1603,Mastercard,Debit,5.50E+15,Jun-24,810,YES,2,14223,01-02-2013,2013,No
2138,1603,Discover,Credit,6.44E+15,Mar-12,549,NO,1,11200,01-03-2007,2007,No
2381,1603,Mastercard,Credit,5.90E+15,Feb-20,618,YES,1,14000,01-03-2019,2019,No
5981,1603,Visa,Debit (Prepaid),4.98E+15,Sep-22,119,YES,2,79,01-12-2009,2009,No
1815,224,Visa,Debit,4.25E+15,Feb-20,642,YES,2,13547,01-02-2020,2020,No
1538,808,Mastercard,Debit,5.37E+15,Jun-22,691,YES,1,12626,01-02-2020,2020,No
3969,808,Mastercard,Debit,5.56E+15,Jul-24,138,YES,2,17042,01-07-2011,2011,No
3516,808,Mastercard,Debit,5.87E+15,Jan-24,849,YES,2,11930,01-06-2011,2011,No
5427,1326,Mastercard,Debit,5.92E+15,Dec-13,630,YES,2,10442,01-11-2005,2005,No
5561,1326,Mastercard,Debit,5.58E+15,Aug-23,200,YES,2,23296,01-11-2009,2014,No
5212,158,Visa,Debit,4.44E+15,Jun-15,894,YES,1,19555,01-10-2010,2010,No
516,158,Mastercard,Debit,5.22E+15,Feb-20,902,YES,1,22310,01-01-2020,2020,No
5722,1928,Mastercard,Credit,5.50E+15,Feb-21,850,NO,1,14800,01-11-2016,2016,No
2434,1928,Visa,Credit,4.67E+15,Mar-20,661,YES,2,11300,01-04-2002,2011,No
2442,1928,Mastercard,Debit (Prepaid),5.24E+15,Sep-22,740,YES,1,31,01-04-2003,2010,No
4493,1928,Mastercard,Debit,5.62E+15,May-24,799,YES,1,24090,01-09-1998,2009,No
2112,1575,Mastercard,Debit,5.70E+15,May-11,638,YES,1,18138,01-03-2006,2008,No
3635,1575,Visa,Debit (Prepaid),4.32E+15,May-23,830,YES,3,74,01-06-2018,2018,No
224,1575,Mastercard,Debit,5.11E+15,Jun-21,365,YES,1,23016,01-01-2010,2010,No
5582,1575,Visa,Debit,4.75E+15,Feb-20,352,YES,2,35791,01-11-2009,2009,No
1539,1608,Mastercard,Debit,5.60E+15,Jul-22,330,YES,1,15116,01-02-2020,2020,No
5843,1455,Visa,Credit,4.10E+15,Aug-22,25,YES,1,8000,01-12-2005,2011,No
1386,1455,Amex,Credit,3.49E+14,Jan-23,386,YES,2,2200,01-02-2019,2019,No
789,1455,Visa,Credit,4.54E+15,Oct-24,387,YES,1,6800,01-01-2020,2020,No
2960,1455,Mastercard,Debit,5.74E+15,Mar-20,798,YES,1,427,01-05-2008,2010,No
997,1916,Mastercard,Debit,5.36E+15,Feb-02,26,YES,1,22112,01-02-2002,2010,No
4863,1916,Visa,Debit,4.82E+15,Apr-18,733,YES,2,10211,01-09-2013,2013,No
5077,1916,Mastercard,Debit,5.36E+15,Dec-08,937,YES,1,11940,01-10-2007,2011,No
2395,1916,Visa,Credit,4.23E+15,Sep-21,115,YES,1,7400,01-04-1994,2010,No
3305,1916,Visa,Debit (Prepaid),4.54E+15,Feb-21,768,NO,1,64,01-06-2005,2014,No
2856,1916,Mastercard,Debit,5.08E+15,Dec-22,402,YES,2,7343,01-05-2004,2013,No
3258,1916,Visa,Credit,4.49E+15,Jan-23,670,YES,1,5500,01-06-2003,2010,No
157,1617,Mastercard,Debit,5.91E+15,Jan-14,855,YES,2,3843,01-01-2008,2009,No
